text,text_clean_sentiment,label,score
"Covid-19: Travel Restrictions And Advice: OTTAWA: Effective 11:59 pm (EST) January 6, 2021, air travellers 5 years of age or older are required to provide proof of a negative COVID-19 molecular test result to the… https://t.co/aDa1FJTrEi #Canada #Covid19 #Featured #Health",travel restriction advice ottawa effective est air traveller year age old require provide proof molecular test result,NEGATIVE,0.9921516180038452
"@johnefrancis He had been there at least since I moved to Ottawa back in ‘05 but the pandemic must have forced him to transition to mobile. I asked him how it’s going now and he said he is busier! Great to hear! I really don’t trust anyone else with my skates, not a single mistake in 15 years!",least since move ottawa back pandemic must force transition mobile ask say busier great hear really not_trust anyone else with skate not_a single mistake year,NEGATIVE,0.9800018668174744
Let the Long-Term Care COVID-19 Commission’s work continue https://t.co/pSyGrSlBat  This is an important issue - why shortchange the process? #DougFord #onpoli #onhealth #onLTC #ottnews #ottcity #Ottawa,long_term care commission work continue important issue why shortchange process,NEGATIVE,0.9983989596366882
"Porter’s announcement comes after Ottawa implemented a new requirement that international travellers provide evidence of a negative COVID-19 test prior to arrival.

https://t.co/VBKA92qRoU",porter announcement come ottawa implement new requirement international traveller provide evidence test prior arrival,NEGATIVE,0.9707610011100769
"Ontario is reporting another triple-digit increase in the COVID-19 case count in Ottawa today. 

Updated local figures from Ottawa Public Health are due at around 12:30 p.m. #ottnews https://t.co/qKwQQ9kuyN",ontario reporting another triple_digit increase case count ottawa today update local figure ottawa public health due around,NEGATIVE,0.9373411536216736
"#Ottawa #COVID19 
R(t) = 1.27 (1.19,1.35)
% Positivity = 4.4%
#COVID19Ontario #coronavirus https://t.co/WznLDYMAz3",positivity,NEGATIVE,0.9937463998794556
"COVID The fact that PHAC didn't track what the military medical intelligence branch was seeing, coupled with changes to the federal government's own Global Pandemic Health Information Network (GPHIN), represent ""a terrible failure,"" said Wesley Wark, a University of Ottawa prof.",fact phac not_track what military medical intelligence branch see couple with change federal government global pandemic health information network gphin represent terrible failure say wesley wark university ottawa prof,NEGATIVE,0.9997527003288269
"Tier 2 Canada Research Chair in Virus host interactions. -Ottawa (City), Ontario (CA)-University of Ottawa Research https://t.co/pYlZp7wuV2",tier canada research chair virus host interaction ottawa city ontario university ottawa research,NEGATIVE,0.7516517639160156
Ontario reports another triple-digit COVID-19 case count in Ottawa on Monday https://t.co/3HNIJOwnbF,ontario report another triple_digit case count ottawa monday,NEGATIVE,0.9948705434799194
"@ottawa_small @SamHersh01 @YvetteAshiri @Fred_Langlois_ @HorizonOttawa Landlords be like

✅ collects passive income
✅ evicts people in winter
✅ evicts people in a global pandemic
✅ is peepeepoopoo",landlord like white heavy check mark collect passive income white heavy check mark evicts people winter white heavy check mark evicts people global pandemic white heavy check mark peepeepoopoo,NEGATIVE,0.9891390204429626
Dr. David Williams is FAILING YOU AND THE PEOPLE OF ONTARIO. WHEN WILL YOU WAKE UP??? #REPLACEHIM @fordnation @celliottability @Sflecce @VeraEtches @JimWatsonOttawa #COVIDIOTS #ontario #ottawa #COVID19 #FireDrWilliams #coronavirus @JustinTrudeau @CanadianPM,david williams fail people ontario when will wake,NEGATIVE,0.9997307658195496
"Ontario sees 3,338 new COVID-19 cases as death toll tops 5,000 https://t.co/RjZuvi2H3h #ottnews #ottawa https://t.co/jl3I8JAza4",ontario see new case death toll top,NEGATIVE,0.9681017994880676
We’re close to running out of ICU space in Ontario. Just wondering where you plan on stacking the piles of bodies? Logistics question. @fordnation @celliottability @Sflecce @VeraEtches @ottawahealth @JimWatsonOttawa #covidiots #covid19 #coronavirus #ottawa #ontario @CBCOttawa,close run out icu space ontario just wonder where plan stack pile body logistics question,NEGATIVE,0.999433696269989
"A 20-minute walk in nature can help reduce stress hormones. 

Emma, @osianawellness, loves going for walks in the woods.

Hope you can get out and enjoy the outdoors this week!

#walk #nature #natureheals #stress #ottawa #ottawahealth #ottawacity #ottawalife #covid https://t.co/qkiVegCjgZ",minute walk nature can help reduce stress hormone emma love walk wood hope can get out enjoy outdoors week,POSITIVE,0.9972686767578125
Ottawa to introduce legislation to close loophole for quarantining travellers https://t.co/Cde7B74Zcx 2 months too late like everything the Liberals have done during pandemic.,ottawa introduce legislation close loophole quarantine traveller month too late like liberal pandemic,NEGATIVE,0.9948549270629883
"Why not (seems to be the simpler/ cheaper yo administer)?....CBC News: The National: Ottawa didn't buy millions more doses of Moderna's COVID-19 vaccine.
https://t.co/VTSh0ujLKF

via @GoogleNews",why not_seem simpler cheaper administer cbc news national ottawa not_buy million more dos moderna vaccine via,NEGATIVE,0.9991795420646667
Gatineau police issue 21 tickets linked to 1st night of Quebec curfew | CBC News https://t.co/vq01lxpAXs #ottcity #ottnews #ottawa #outaouais #COVID,gatineau police issue ticket link night quebec curfew cbc news,NEGATIVE,0.9894677996635437
"At the turn of 2020 myself and a few others developed a counter polarization event for London, DC, and Ottawa. It didn't go ahead. Looking at it again this morning... I'm gutted that I failed to find a way to make it happen - regardless of covid.
#Failure #TryAgain #MakeItHappen",turn few others developed counter polarization event london ottawa not_go ahead look again morning gutted fail find way make happen regardless,NEGATIVE,0.999498724937439
Cafeteria chefs pivot as pandemic hollows out office towers | CBC News https://t.co/XQfcRA3QY6 #ottcity #ottnews #ottawa #food #eating,cafeteria chef pivot pandemic hollow out office tower cbc news,NEGATIVE,0.9991806149482727
I understand it happened but I cannot fathom anyone willing to travel 5 hours to go to a mall in Ottawa during COVID to finish Christmas shopping. I can't even wrap my head around it. This was the *one* year we all had an excuse to not have gifts in time for the big day.,understand happen cannot_fathom anyone willing travel hour mall ottawa finish christmas shopping cannot_even wrap head around one year excuse not_have gift time big day,NEGATIVE,0.9970302581787109
"Combined, #Ottawa logged 418 more cases Saturday and Sunday, nearly as many as in all of August.

Two more of its residents died of #COVID19 and there are nearly as many COVID-19 ICU patients as the 2nd wave's peak in October. https://t.co/2IFlCPCQAb",combine log more case saturday sunday nearly many two more resident die nearly many icu patient wave peak,NEGATIVE,0.9952179193496704
"COVID-19 cases at Glebe Loblaws, Orleans Shoppers Drug Mart and Your Independent Grocers in Ottawa and Petawawa - CTV News Ottawa https://t.co/nOwgsNfQ47 via @GoogleNews",case glebe loblaws orleans shopper drug mart independent grocer ottawa petawawa ctv news ottawa via,NEGATIVE,0.9902989864349365
"This is the most egregious assault on our Civil Liberties in recorded history.
#Covid is an absolute Scam!
In #Ottawa we have 7 people in ICU. That’s 0.0000007% of our population seriously affected by this common virus with a 99.95% survival rate.
⬆️ #CovidHoax of all time!!! https://t.co/FZJ4YGpS6d",most egregious assault civil liberty record history absolute scam people icu population seriously affected common virus with survival rate arrow selector time,NEGATIVE,0.9982629418373108
This series of line charts by @CTulk show post-Christmas COVID increases across Ontario. Ottawa's increase looks smaller in this context than I expected. https://t.co/zVczIfcze7 https://t.co/SGfh4HCQjc,series line chart show post_christmas increase across ontario ottawa increase look small context expect,NEGATIVE,0.9981529116630554
"@TorontoStar @jpags ""experts"" are liars.  If you were doing your job you'd be reporting that.

Care to report that Ottawa had falling cases for 2.5 MONTHS before grey lockdowns and voila, now they are skyrocketing.

Masks and lockdowns and curfews WILL NOT WORK on an endemic virus. https://t.co/AFsSnstJDz",expert liar job would reporting care report ottawa fall case month grey lockdown voila skyrocket mask lockdown curfew will not_work endemic virus,NEGATIVE,0.9995059967041016
The Bulldog: Canadians Eager For Covid Shot: POLL #ottcity #ottpoli #cdnpoli #onpoli #Ottawa #ottnews https://t.co/Zs9UH2IgzH https://t.co/WxnEzDyHoN,bulldog canadian eager shot poll,NEGATIVE,0.9974570870399475
Ottawa decides not to opt to buy 16 million more doses of Moderna's COVID-19 vaccine; https://t.co/2tw20H9tbx: #Canada; #ModernaCovid19Vaccine; #InnoculationTimeline https://t.co/t2CcHjSNUr,ottawa decides not_to opt buy million more dos moderna vaccine,NEGATIVE,0.9959505796432495
NEW:Ottawa Doc @kwadwo777 hopes record covid #s will go down with holiday gathering numbers soon behind us .. wants to see effectiveness data before getting behind curfew for Ontario. #onpoli #COVID19 #covidont #ottnews https://t.co/DCsbVdE4yC,new ottawa doc hope record will down with holiday gathering number soon behind want see effectiveness data get behind curfew ontario,NEGATIVE,0.9940688610076904
"NEW: record high covid cases in Ottawa, 1/4 are kids. @AlexMunter of @CHEO 👇#ottnews #covidOnt https://t.co/QaX4amROnc",new record high case ottawa kid backhand index point down,POSITIVE,0.5527716279029846
"#justinjournos in Ottawa have for months been normalizing the idea of an election in the midst of the pandemic, and BC journos have even been touting how smart it was for Horgan to call one #cdnpoli #bcpoli #cdnmedia https://t.co/5Wi8cfoHTI https://t.co/pngl2BbhV2",ottawa month normalize idea election midst pandemic journos even tout smart horgan call one,NEGATIVE,0.9898499250411987
"@sunlorrie Military intelligence? R U kidding!?!

Some of us saw ABC Australia YouTube news discuss Covid in FEBRUARY 2020! (as it spread through Italy)

I informed Ottawa Public Health in March about Australia's Covid measures👇 and was ignored about the need to get n95 masks for public. https://t.co/AmBTgoWnBB",military intelligence kid saw abc australia youtube news discus spread italy inform ottawa public health australia measure backhand index point down ignore need get mask public,NEGATIVE,0.996720016002655
"Apparently, there won't be any announcements today.  Looks like it's another week of dragged out press conferences with little info given.

What you need to know about COVID-19 in Ottawa on Monday, Jan. 11 | CBC News https://t.co/YoIeAZVV0s",apparently will not_be any announcement today look like another week drag out press conference with little info give what need know ottawa monday jan cbc news,NEGATIVE,0.9997606873512268
@stavenier How badly does climate change need Covid-19s publicist right now. Mid-January in Ottawa and above zero all week 🤭,badly climate change need publicist right mid_january ottawa zero week face with hand over mouth,NEGATIVE,0.9993283748626709
@fordnation The GTA is out of control. It has 30% of Ont population but 70 percent of Covid.They are essentially transmitting to other areas. If a full shut down meaning no travel anywhere except work or essentials numbers will fall. The airport temp close and move int arrivals to Ottawa.,gta out control ont population percent essentially transmit area full shut down meaning no_travel anywhere except work essential number will fall airport temp close move int arrival ottawa,NEGATIVE,0.9983716607093811
"COVID-19: About half of 184 new Ottawa cases in those 29 and under; Ontario reports record high 3,945 cases https://t.co/s0VaSAb1cP https://t.co/Sf8xLqHLhm",half new ottawa case under ontario report record high case,NEGATIVE,0.9863293766975403
"@OttawaNewsToday During the pandemic, I've learned Ottawa is considered part of ""Southern"" Ontario. Weird.",pandemic learn ottawa consider part southern ontario weird,NEGATIVE,0.9873706102371216
"Beware of scammers taking advantage of COVID-19. Ottawa River Power does not call customers and threaten disconnection. If you suspect you are being scammed, please call our office.  We will be happy to assist. https://t.co/zH3zC8aqzZ",beware scammer take advantage ottawa river power not_call customer threaten disconnection suspect scammed please call office will happy assist,POSITIVE,0.9880486130714417
"@SaskLass Yes, and the virus lives in hockey rinks, except NHL ones. Thrives at downhill ski hills,  but not cross country skiing. AND, apparently the virus lives in hockey pucks and sticks, as they are now banned at outdoor rinks in Ottawa. A truly phenomenal virus really...",yes virus life hockey rink except nhl one thrives downhill ski hill not_cross country skiing apparently virus life hockey puck stick ban outdoor rink ottawa truly phenomenal virus really,POSITIVE,0.9957335591316223
Will be interviewed on Ottawa Morning at 8:10 this morning.  Rural emergency physicians and nurses are demanding heightened consideration for Covid vaccination as the numbers start to rise.,will interviewed ottawa morning morning rural emergency physician nurse demand heighten consideration vaccination number start rise,NEGATIVE,0.9751586318016052
How Ottawa’s Tech Scene was Able to Survive and Grow During COVID-19 - Coruzant Technologies https://t.co/4ckvEMP6lS #Technology #Business #BackToWork #FutureOfWork #Ottawa #KANATA #Innovation #Employers #Digital #EmergingTech #CTO #CIO @DubravkaKrizman @KanataNorthBA,ottawa tech scene able survive grow coruzant technology,POSITIVE,0.9709709286689758
"For our healthcare workers, show your badge and ride public transit free?

What a tremendous show of support that would be during the pandemic.
@ShawnMenard1 @cmckenney @AllanHubley_23 @JimWatsonOttawa @VeraEtches @TonyCarricato #ottawa https://t.co/ug0lhaQB9E",healthcare worker show badge ride public transit free what tremendous show support would pandemic,POSITIVE,0.9989390969276428
"@KarlOscar17 @EdTubb @stustin The closure and re-opening of dining in Ottawa correlates pretty well with a major decrease in covid spread followed by an increase in covid spread. It’s too early to say whether the new closure worked, but it also might not be sufficient with new variants.",closure re_opening din ottawa correlate pretty well with major decrease spread follow increase spread too early say whether new closure work also might not_be sufficient with new variant,NEGATIVE,0.9974070191383362
"COVID-19: Ontario reports record high 3,945 cases; half of 184 new Ottawa cases are 29 and under https://t.co/HrALY9P26Q https://t.co/X6Is5pQOp7",ontario report record high case half new ottawa case under,NEGATIVE,0.9857547283172607
"Good Morning Ottawa!!
❤️❤️❤️

To help our neighbors stay at home safe, we're going to be offering limited services, in order to keep their devices working.

Due to Covid-19 restrictions, Only one person allowed at a time.

Usual repair time: 1 day
Usual labour cost: $65 https://t.co/Mfd4CHAC7P",good morning ottawa red heart selector red heart selector red heart selector help neighbor stay home safe offering limited service order keep device work due restriction only one person allow time usual repair time day usual labour cost,NEGATIVE,0.9970855116844177
"COVID-19 in Ottawa: Fast Facts for Jan. 11, 2021 https://t.co/XmIi49aGkP #ottnews",ottawa fast fact jan,NEGATIVE,0.9852384924888611
Healthcare workers calling on MPP Randy Hillier to stop spreading COVID-19 misinformation - CityNews Ottawa https://t.co/viMtGLKd2U @CKWS_Hutch @ottawahealth @BillKingLanark @HigginsRon @CTVToronto @InOttValley @LanarkCounty1,healthcare worker call mpp randy hillier stop spread misinformation citynews ottawa,NEGATIVE,0.9977085590362549
"COVID-19 in Ottawa: Fast Facts for Jan. 11, 2021
The latest on COVID-19 in Ottawa for Monday, Jan. 11, 2021. https://t.co/4269L0G7C0",ottawa fast fact jan late ottawa monday jan,NEGATIVE,0.9745016694068909
Ottawa didn’t buy millions more doses of Moderna's COVID-19 vaccine https://t.co/ABPkai8ymK via @YouTube,ottawa not_buy million more dos moderna vaccine via,NEGATIVE,0.9989908337593079
Worst kept secret in Ottawa is that PMJT desperately wants an election to regain his majority before things get real bad on the fiscal front. #coronavirus #cdnpoli https://t.co/0xtyVMhMER,bad kept secret ottawa pmjt desperately want election regain majority thing get real bad fiscal front,NEGATIVE,0.997169554233551
"What you need to know about COVID-19 in Ottawa on Monday, Jan. 11 https://t.co/KQdCJAmPHx #ottnews #ottawa https://t.co/nUB8pAGikP",what need know ottawa monday jan,NEGATIVE,0.9880586266517639
Ontario's new COVID-19 modelling to show ICUs full by early February: sources https://t.co/qk0zT1MG9X #ottnews #ottawa https://t.co/jZGz4FnynB,ontario new model show icu full early source,NEGATIVE,0.9954854846000671
"Housebound by pandemic, performers swap lessons online https://t.co/FJBL9NUY5K #ottnews #ottawa https://t.co/EgUjuQDJRQ",housebound pandemic performer swap lesson online,NEGATIVE,0.9964613318443298
Why some warn Ontario having 'no plans' to curb local travel could fuel COVID-19 spread https://t.co/HhNJ6lYWuH #ottnews #ottawa https://t.co/ZpsWMdh7yl,why warn ontario no_plan curb local travel could fuel spread,NEGATIVE,0.9992666840553284
"Good morning. Here is the latest news on COVID-19 and its impact on Ottawa.

https://t.co/q4O8bV2f3z",good morning late news impact ottawa,POSITIVE,0.9827101230621338
Ottawa #Entrepreneurs Use Creativity To Rise From Pandemic Ashes https://t.co/mgvhqDf4hW #exitstrategy #businessowner,ottawa use creativity rise pandemic ash,NEGATIVE,0.9814617037773132
"@zimsmz @SpencerFernando @ezralevant They’ve been saying that for 10 months while delaying other medical procedures, Covid is not near the only affliction, if a loved one was awaiting a cancer biopsy you’d think different, currently 9 in OCUs in Ottawa, 9 https://t.co/YLletTMoFh",say month delay medical procedure not_near only affliction love one await cancer biopsy would think different currently ocus ottawa,NEGATIVE,0.9965576529502869
"New #covid19Canada case law mentioning ""covid-19"" The Children’s Aid Society of Ottawa v. S.D. and J.L., 2020 ONSC 7662 (CanLII) — 2020-12-14 https://t.co/H3XW3fXLOf Superior Court of Justice — Ontario
child — access — best interests — visits — care",new case law mention child aid society ottawa onsc canlii superior court justice ontario child access best interest visit care,NEGATIVE,0.9706293940544128
Coronavirus: Ottawa Public Health order bans hockey on outdoor rinks – Ottawa https://t.co/YO604gv3Eb,coronavirus ottawa public health order ban hockey outdoor rink ottawa,NEGATIVE,0.9955150485038757
"Canadians call out leaders for breaking their own Covid-19 rules
CNN
Ottawa, Canada (CNN) It was meant to be the trip of a lifetime for 9-year-old Braeden Lousier-Hicks of Airdrie, Alberta, who has an extremely rare ...
 Facebook TwitterF",canadian call out leader break rule cnn ottawa canada cnn meant trip lifetime year_old braeden lousier_hicks airdrie alberta who extremely rare facebook twitterf,NEGATIVE,0.9784795641899109
"@olivegarden @CubCarson @olivegarden, could you please open a restaurant again in Ottawa, ON Canada. I know with this Covid thing it’s not a good time, but please come back. I miss you so much! Been 12-15 years since you left us here and I’ll be happy to take you back!!",could please open restaurant again ottawa canada know with thing not_a good time please come back miss much year since left will happy take back,POSITIVE,0.9992434978485107
"Ottawa awards @Deloitte $16-million to develop #coronavirus tracking system, by ⁦@Justin_Ling⁩ via ⁦@globebusiness⁩ ⁦@DrGorfinkel⁩ #Covid19 #cdnpoli #cdnhealth #vaccination  https://t.co/PrdU03aMt4",ottawa award million develop track system via,NEGATIVE,0.9741519093513489
"Doomscrolling daily slate of horrors consuming 2 much time + my mental health is at risk.  Worse, despite me knowing exactly how it all should b fixed, I am rarely consulted!😉So I'm out for a while. Love ya. (imho contagious variant COVID likely already in Ottawa, STAY SAFE FAM)",doomscrolling daily slate horror consume much time mental health risk bad despite know exactly should fix rarely consult wink face out love imho contagious variant likely already ottawa stay safe fam,NEGATIVE,0.9920514822006226
Pandemic has not stopped the boom in Ottawa cannabis shops https://t.co/2eJrPXhSPa https://t.co/WSmytmE4LW,pandemic not_stop boom ottawa cannabis shop,POSITIVE,0.6921936273574829
"@CTVNews In Ottawa, its estimated that suicide rates have quadrupled during the pandemic. It’s sad that this is not getting way more attention.",ottawa estimate suicide rate quadruple pandemic sad not_get way more attention,NEGATIVE,0.9969022870063782
"@anne_theriault The downtown Tim’s in Ottawa have been doing it before COVID. Trying to keep out street folk and IV drug use. It’s crap, if you’ll pardon the pun.",downtown tim ottawa try keep out street folk drug use crap will pardon pun,NEGATIVE,0.9997225403785706
@ViciousAssyrian @ezralevant 244 are on ventilators in Ont. 400 are in ICU including the 244. 1457 covid patients in Ont hospitals. I read many hospitals in GTA and Ottawa are near capacity.,ventilator ont icu include patient ont hospital read many hospital gta ottawa near capacity,NEGATIVE,0.9734753966331482
"'It was chaotic': Travellers, agents describe ordeal under Ottawa's new COVID testing rules https://t.co/fz4ztJLTGB",chaotic traveller agent describe ordeal under ottawa new test rule,NEGATIVE,0.9974234104156494
@MrLeslieRoberts I think for things to get better in Ottawa its needs. So many covid-19 cases theys days. My son misses school and I miss my hair being all the same color 🤣🤣,think thing get well ottawa need many case theys day son miss school miss hair color roll floor laugh roll floor laugh,NEGATIVE,0.9985881447792053
"Stupid is as stupid does... liberals fumble the #COVID #VACCINE football with 10 yards to go... Ottawa chose *not to exercise option* to buy 16 million more doses of Moderna vaccine
https://t.co/0LEDY00YVm https://t.co/ncDACelDeD",stupid stupid liberal fumble football with yard ottawa chose not_to exercise option buy million more dos moderna vaccine,NEGATIVE,0.9996585845947266
Ottawa's strange pandemic-fuelled year in real estate: The drive for more space continues https://t.co/OOKX08jMyS https://t.co/meusO5Ms0V,ottawa strange pandemic_fuelled year real estate drive more space continue,POSITIVE,0.9883195161819458
"@BareReality #2plane2faceTrudeau. 2 trips to Florida from Ottawa in 2days,#privatejet to private boat to #privateisles. No urgency on COVID,urged go big lunar new year &amp; shipped 16t PPE to China mid February. Priority :luxury treetops safari/ aka publicity and fundraising links.#wescandal $$$",trip florida ottawa day private boat no_urgency urge big lunar new year amp ship ppe china mid priority luxury treetop safari aka publicity fundraise link,NEGATIVE,0.9984384179115295
"20210110: Christine Rankin: Bookworms support Hamilton's independent bookstores during pandemic [ The City Books, 181 Ottawa Street [ Pickwick Books, Mill and Dundas, Waterdown [ King W. Books, 1060 King W. and Sterling https://t.co/MAADcDF5I9",christine rankin bookworm support hamilton independent bookstore pandemic city book ottawa street pickwick book mill dundas waterdown king book king sterling,POSITIVE,0.9719347953796387
'It can happen to anyone': Life in the ICU for an Ottawa COVID-19 patient https://t.co/WzZctyAk7e,can happen anyone life icu ottawa patient,NEGATIVE,0.9808756113052368
"UPDATE: Ottawa takes break from climbing COVID-19 numbers; Ontario climbing back up

https://t.co/j6dvehKwnb",update ottawa take break climb number ontario climb back,NEGATIVE,0.9852327704429626
"@CdnGolfbag @goingtogetugly @TimJohnston1969 @globalnews I’m in Ottawa too. The numbers were low because this is a white collar town full of government employees who WFH, with very little of the structural issues the GTA has. I’ve been to the GTA multiple times during this pandemic, EVERYONE is wearing masks. Get over yourself.",ottawa too number low white collar town full government employee who wfh with very little structural issue gta gta multiple time pandemic wear mask get over,NEGATIVE,0.9987357258796692
Cafeteria chefs pivot as pandemic hollows out office towers https://t.co/68aIJ1MbdU #ottnews #ottawa https://t.co/BTphR9A6nb,cafeteria chef pivot pandemic hollow out office tower,NEGATIVE,0.9992817044258118
"As COVID-19 cases continue to surge in Ottawa, one thing is clear: the capital is heading in the wrong direction. #ottnews https://t.co/PnI3wQlJAd",case continue surge ottawa one thing clear capital head wrong direction,NEGATIVE,0.9986916184425354
"Ottawa-Gatineau has best jobless rate among large cities, but slowest pandemic job recovery https://t.co/tTQITHgo28 https://t.co/1Z6OubwNpf",ottawa_gatineau best jobless rate among large city slowest pandemic job recovery,NEGATIVE,0.9895310401916504
COVID-19 cases in Ottawa still trending in triple digits; record-breaking active cases https://t.co/yMYMhpYUUf,case ottawa still trend triple digit record_breaking active case,POSITIVE,0.9710265398025513
"A new message from Ontario's Premier tonight as COVID-19 cases rise across this province. 

""We are going to see some real turbulent waters over the next few months.""

This as #Ottawa's top doctors says cases, hospitalizations and positivity rates at home are on the rise. https://t.co/FV4QSmTNrd",new message ontario premier tonight case rise across province see real turbulent water over next few month top doctor say case hospitalization positivity rate home rise,POSITIVE,0.9920154809951782
Key COVID-19 numbers in the Ottawa area today https://t.co/rqhtDdQKvm,key number ottawa area today,NEGATIVE,0.9898607730865479
"COVID-19: Ontario reports record high 3,945 cases; Ottawa sees 184 new cases and two more deaths https://t.co/PVP7WGGCxU https://t.co/qfugW3DFwj",ontario report record high case ottawa see new case two more death,NEGATIVE,0.9884089231491089
"If covid permits

Looking forward to ""Skating trails through the forest"" this winter

#Ottawa #MyOttawa #OttawaTourism

https://t.co/kJscfySDub",permit look forward skate trail forest winter,NEGATIVE,0.974760890007019
Is the Ontario Premier actually sitting on unspent Coronavirus relief money sent from Ottawa? If he is - there's no way he deserves another term leading the Province. https://t.co/nwKUnZ8nAd,ontario premier actually sit unspent coronavirus relief money sent ottawa no_way deserves another term lead province,NEGATIVE,0.9992233514785767
"As COVID-19 cases continue to surge in Ottawa, one thing is clear: the capital is heading in the wrong direction. #ottnews  https://t.co/8NmnlNy638",case continue surge ottawa one thing clear capital head wrong direction,NEGATIVE,0.9983939528465271
"My latest on COVID-19 in Ottawa. Not a lot of positive news today. We're now at nearly 94 cases per 100,000 residents in the past week. Last week it was 61. 

Two more people have died. Active cases are above 1,200. 

I hope everyone reading stays safe. 

https://t.co/2U8TKOKOay",late ottawa not_a lot positive news today nearly case per resident past week last week two more people die active case hope reading stay safe,NEGATIVE,0.9960029721260071
"@LWaler @Preyratology It’s ok, you don’t need to tell me. My sister in law works JBH. It’s was a horse and pony show for media and it is NOT seeing patients and likely never will. Just like the Ottawa field hospital. Covid is serious virus, worse than the flu for older people, way over reaction",not_need tell sister law work jbh horse pony show medium not_see patient likely never will just like ottawa field hospital serious virus bad flu old people way over reaction,NEGATIVE,0.9979135394096375
"@Mike91089709 @bruce_arthur Otherwise known as

The GTA is bad for Covid because a lot of people here work in close proximity delivering stuff across the country so you lot in Ottawa can stay at home in your tech &amp; government jobs.",otherwise know gta bad lot people work close proximity deliver stuff across country lot ottawa can stay home tech amp government job,NEGATIVE,0.9991303086280823
"@TypicalDad71 @JimWatsonOttawa @ottawacity What's going on to cause us to pause thinking about improving our City?
There is a lot of unexploited natural beauty about Ottawa not taken advantage of. Rivers, canal, Sparks St, ByWard Market, Lebreton, etc.
NCC showing more vision esp. during pandemic to make Ottawa livable.",what cause pause think improve city lot unexploited natural beauty ottawa not_take advantage river canal spark byward market lebreton etc ncc show more vision esp pandemic make ottawa livable,NEGATIVE,0.8497714400291443
"@ElsasaET Média that could help us and ask the right questions do absolutely nothing  and just keep giving me the same  bullshit numbers  of case in my province or city.. I just want to know hôpital ,icu and death if it’s from Covid ONLY .. Ottawa that is 26 in hospital .. doing amazing",dia could help ask right question absolutely nothing just keep give bullshit number case province city just want know pital icu death only ottawa hospital amaze,NEGATIVE,0.9908087253570557
@MichaelKramSK Idea: Westjet to convert layed off employees to test customers for Covid. Hire private lab. Open all flights. Send test bill to Ottawa.,idea westjet convert layed off employee test customer hire private lab open flight send test bill ottawa,NEGATIVE,0.986853837966919
"COVID-19 trends in Ottawa are headed in the wrong direction. Health experts are urging residents to hang in, be vigilant, and turn the trends around once again. #ottnews https://t.co/cW41VLtixk",trend ottawa head wrong direction health expert urge resident hang vigilant turn trend around again,NEGATIVE,0.9979732632637024
"Alberta has now used up over three quarters of our available COVID vaccine inventory, and has administered over 1,000 doses per 100,000 population. 

Respectively, 1st &amp; 2nd in the nation (2nd only to PEI). 

Counting on more deliveries from Ottawa to keep up the pace. #ableg",alberta use over three quarter available vaccine inventory administer over dos per population respectively amp nation only pei counting more delivery ottawa keep pace,NEGATIVE,0.7292356491088867
"Did you know you can now get tested for COVID-19 with service in Inuktitut?

Inuit in Ottawa can call the Akausivik Inuit Family Health Team at 613-740-0999 for service on weekdays.

#Inuit #UrbanInuit #COVID19 #Testing #Inuktitut https://t.co/G6ppByliRH",know can get test with service inuktitut inuit ottawa can call akausivik inuit family health team service weekday,NEGATIVE,0.9942289590835571
Another entertaining/informative episode 👍 Listening to your podcast on long walks along the river during the pandemic has actually been quite therapeutic... and I’m learning a ton about the Ottawa restaurant scene... thanks very much Adam! https://t.co/tKRyxMkUTH,another entertain informative episode thumb listen podcast long walk along river pandemic actually quite therapeutic learn ton ottawa restaurant scene thanks very much adam,POSITIVE,0.9994075298309326
"@tylerwatt90 @fordnation Ottawa has &lt; 10 Covid patients in the ICU. If you’re overwhelmed by that, quit and get an easier job (like running for a corrupt political party that lost its status)",ottawa patient icu overwhelmed quit get easy job like run corrupt political party lose status,NEGATIVE,0.9977226853370667
Key COVID-19 numbers in the Ottawa area today https://t.co/HgO5Ff7Duy #ottnews #ottawa https://t.co/NIfZmYM47o,key number ottawa area today,NEGATIVE,0.9926339983940125
"@Kaitalkscanucks Awful take. 
 Duclair was loved in Ottawa.  They offered him a contract and he tested market.  Covid ruined his chance at a good contract. 
Subban is loved by everyone and not a problem, outside of turnovers. 

Ho-Sang has been late/missed practices. Plays video games instead",awful take duclair love ottawa offer contract test market ruin chance good contract subban love not_a problem outside turnover ho_sang late miss practice play video game instead,NEGATIVE,0.9938170313835144
"Glebe Video International is Ottawa’s only independent video rental store.🍿It is treasure-trove of all those films that you just can’t find on Netflix. 🎥 

Due to the pandemic, they are struggling to survive. Support them at their GoFund Me page: https://t.co/J08FLINrca https://t.co/Uc2StflGBM",glebe video international ottawa only independent video rental store popcorn treasure_trove film just cannot_find netflix movie camera due pandemic struggle survive support gofund page,POSITIVE,0.9464189410209656
"@cowgirl377 We are in #Ottawa #Canada, currently experimenting in the high level of covid restraining efforts (bordering #Quebec with their martial law/curfews) 

Our Bishops are awesome in helping us through this crisis",currently experiment high level restrain effort bordering with martial law curfew bishop awesome help crisis,POSITIVE,0.9995367527008057
