text,Score 5-Classe,clean_text
"Sidewalk Labs intends to build 2,500 housing units, nearly half of them under market value",2,sidewalk lab intend build housing unit nearly half under market value
I believe there are many exciting ideas in the Smart city  proposal that can help Toronto tackle some of the major challenges we face,4,believe many excite idea smart city proposal can help toronto tackle major challenge face
Google's project on Quayside will have  permanent negative impacts on the digital rights of all Canadians,0,google project quayside will permanent impact digital right canadian
It is a stept toward  prosperity and good live of all canadians  ,4,stept toward prosperity good live canadian
The good thing about the project is that its going to  improve some residents' recycling habits.,3,good thing project improve resident recycle habit
 @Google wants public money for their little surveillance state? Fat Chance!. Block #SidewalkLabs ,0,want public money little surveillance state fat chance block
did anyone  see the autonomous snowplow ? Check this out ,2,anyone see autonomous snowplow check out
Google cannot be trusted to safely manage the data they collect on us!,1,google cannot_be trust safely manage data collect
Data-collecting sensors and technologies would be set up to track the moves and habits of residents and visitors in the proposed development # We are not  secure,1,data_collecting sensor technology would set track move habit resident visitor propose development not_secure
"No way ! I am not supporting Smart city , My data can not be  spread seamlessly # STOP Quayside smart city project",1,no_way not_support smart city data can not_be spread seamlessly stop quayside smart city project
This project is about taking freedom away from people and putting it in the hands of a industries,1,project take freedom away people put hand industry
Will be very curious to see the results of Sidewalk Labs' Clean Recycling Pilot ,3,will very curious see result sidewalk lab clean recycle pilot
I so excited … I cannot wait to see how the recycle robot works!,4,excite cannot_wait see recycle robot work
Dr Ann Cavoukian resigned from Sidewalk labs because of the privacy and security concerns ! Respect for her ,1,ann cavoukian resign sidewalk lab privacy security concern respect
 I am afraid that mass data collection can harm communities and lead to isolation,1,afraid mass data collection can harm community lead isolation
DON'T touch our city. We don't like to live in a state of complete confusion and disorder. ,0,not_touch city not_like live state complete confusion disorder
 glad  to live in toronto! #Toronto Turning to smart City,4,glad live toronto turn smart city
"If I  don't have an opportunity to consent whether I would like my data to be used or not , I will better move to villages!",1,not_have opportunity consent whether would like data use not_i will well move village
Living in a Google city is not a future I want for my next generation. It is a Surveillance state,0,living google city not_a future want next generation surveillance state
stop this  pervasive surveillance!,1,stop pervasive surveillance
Clean Recycling Pilot in Toronto! Great initiative by Sidewalk! ,4,clean recycle pilot toronto great initiative sidewalk
How could a company use public's data without permission? Halt it!,1,could company use public data without permission halt
Very excited to see how  @sidewalklabs can make a clean city  with lots of machines,4,very excite see can make clean city with lot machine
The Clean Recycling Pilot! How cool is that?,4,clean recycle pilot cool
we heading to a live in city of machines not humans,1,head live city machine not_human
It is exciting to see how the Sidewalk Toronto project could make urban life better for aging adults,4,excite see sidewalk toronto project could make urban life well age adult
I am glad to hear that Sidewalk Toronto's is public,4,glad hear sidewalk toronto public
Shut  down the projects! We don't want to sell our data,1,shut down project not_want sell data
I hope all the proposed innovations could come together to build an extraordinary place for all Torontonians.# Good luck Toronto,4,hope propose innovation could come build extraordinary place torontonians good luck toronto
Understanding Sidewalk labs business plan.,2,understand sidewalk lab business plan
Check out some cool projects of Sidewalk Toronto!,4,check out cool project sidewalk toronto
Sidewlak labs project has the potential to create a safer and better place for senior citizens,4,sidewlak lab project potential create safer well place senior citizen
A lot of money is being spent on ruining the future of our kids! #Toronto Smart neighbourhood,1,lot money spent ruin future kid smart neighbourhood
Highly appriciate @SidewalkLabs' proposal on safe transit and recylcing #Urban Tech,3,highly appriciate proposal safe transit recylcing tech
Inside Google's smart city I can see a SURVEILLANCE STATE,0,inside google smart city can see surveillance state
 I cant wait to see how  this project positively changes our lives!,4,cant wait see project positively change life
I imagined us creating a  City of  Surveillance,1,imagine create city surveillance
I am a big supporter of the Smart City of convenience,3,big supporter smart city convenience
What excites me about the potential of Sidewalk is the autometed safe transportation!,4,what excites potential sidewalk autometed safe transportation
"Cool ideas by Sidewlaks! Walking, cycling, and transit options in Quayside will be fast and reliable ",4,cool idea sidewlaks walk cycling transit option quayside will fast reliable
 Toronto's trade board showed 55 per cent of Torontonians still support the project and 76 per cent feel it should carry on as long as public interests are safeguarded.,3,toronto trade board show per cent torontonians still support project per cent feel should carry long public interest safeguard
Happy to grow up in Toronto! #Automated City #Sidewalk Labs,4,happy grow toronto city lab
 Quayside smart city project in Toronto aims to help protect from wind and rain while lowering energy demands on buildings,3,quayside smart city project toronto aim help protect wind rain lower energy demand building
This is wrong! we should not let those tech billionaires to fulfill s of ruling over cities!,1,wrong should not_let tech billionaire fulfill ruling over city
Today I  learned about city planning  brainstorm ideas for #Quayside.,2,today learn city planning brainstorm idea
"They say that it will address many urban issues such as affordable housing, traffic congestion and safety, and environmental problems  with smart designs.",3,say will address many urban issue affordable housing traffic congestion safety environmental problem with smart design
"Welcome to Smart City,! Technology is on 24/7. You can't escape from it!",3,welcome smart city technology cannot_escape
"Don't worry folks, this project will continue! It is for the benefit  of all of us ",3,not_worry folk project will continue benefit
Excited to welcome our transformed city !#Innovation Sidewalk,4,excite welcome transform city sidewalk
"Stop this smart city project, this is nothing but a data hacking  !",0,stop smart city project nothing data hack
"The building raincoat was designed by Toronto-based firms RWDI, which specializes in climate engineering, and Partisans.",2,building raincoat design toronto_based firm rwdi specializes climate engineering partisan
We need to build new models for cities that do not compute our personalised data ,1,need build new model city not_compute personalise data
I am actually not  surprised by the level of objection ,1,actually not_surprised level objection
this project can help us better understand the breadth of intelligences that are integrated within our lives,4,project can help well understand breadth intelligence integrate within life
We must  recognize the benefits and shortcomings of the models before we accept it #Toronto Sidewalk,2,must recognize benefit shortcoming model accept sidewalk
Sidewalk lab project is making us the most measurable community in the world,2,sidewalk lab project make most measurable community world
The government is spending too much on somethings that does not eliminate the real issues of Canada,1,government spending too much somethings not_eliminate real issue canada
"they're going to steal every piece of data they can from these rich folk, sell it across the world #Sidewalk labs Plan. Block sidewalk",0,steal piece data can rich folk sell across world lab plan block sidewalk
"Great! This system can absorb stormwater, heat the sidewalk to clear ice or snow # Raincoating Building",4,great system can absorb stormwater heat sidewalk clear ice snow raincoating building
I already began to imagining myself riding in a beautiful  autonomus vehicle #Toronto Sidewalk! ,4,already begin imagine rid beautiful autonomus vehicle sidewalk
#SidewalkTO rocks! Overwhemled by the ideas,3,rock overwhemled idea
"blocksidewalk is not just about privacy concerns, it's about who controls our cities.  #smartcities",0,blocksidewalk not_just privacy concern who control city
Sidewalk Lab should reconsider their model ,2,sidewalk lab should reconsider model
we want a community to live in a city  not be monitored!,0,want community live city not_be monitor
I would not support the project because it uses the public data,1,would not_support project public data
looks like  all I have seen in the movies will be a reality  now! Welcome #Toronto Sidewalks,3,look like see movie will reality welcome sidewalk
 Toronto smart city project is making the  job easier for hackers,0,toronto smart city project make job easy hacker
Looks like we can do winter camping too ! #Building Raincoat,2,look like can winter camp too raincoat
Hope to see the future in real life!,3,hope see future real life
WOW life changing   attempt by Sidewalk labs! LED lights to communicate traffic flow or signal changes in street use.,3,wow life change attempt sidewalk lab lead light communicate traffic flow signal change street use
"Sidewalk Labs is developing a raincoat for buildings, That's cool! #Tech City Toronto ",4,sidewalk lab develop raincoat building cool city toronto
WOW! They are making raincoat  to artificially control climate. #Sidewalk lab project,3,wow make raincoat artificially control climate lab project
I cannot imagine how that transformation will look like!,3,cannot_imagine transformation will look like
"If we are to give our data to  Google to build future smart city, then that's not a city we should want to live in",1,give data google build future smart city not_a city should want live
Excited to see a 21st century solution come alive. Cannot wait to live in the future.,4,excite see century solution come alive cannot_wait live future
The project is laid on the foundations of a post-industrial land. Not sure how inhabitable it would be. ,2,project laid foundation post_industrial land not_sure inhabitable would
"With all the data controlled by Google, to trust a project at this scale there should be an external auditor verifying compliance. ",1,with data control google trust project scale should external auditor verify compliance
How can we deploy AI and its not even regulated? ,1,can deploy not_even regulate
"Before Google can use our data, people need to be educated and should understand how their data will be used. ",2,google can use data people need educate should understand data will use
"No more nagging and small talk needed, finally robots are taking over!",1,no_more nag small talk need finally robot take over
This will transform cities and enable things we could have imagined!,3,will transform city enable thing could imagine
This project will boost the economy and create new business value. Welcome to the digital age.,4,project will boost economy create new business value welcome digital age
What if my data gets breached? Is the law going to protect me? We are unsafe!,1,what data get breach law protect unsafe
"I don't trust Google. There is always a cost, this time its your privacy. ",1,not_trust google always cost time privacy
"After all these years of hard work, should I be worried about loosing my job for a robot?",1,year hard work should worried loose job robot
I'm happy to see sustainability considered as a key factor for future cities planning. For a greener tomorrow!,4,happy see sustainability consider key factor future city planning greener tomorrow
"85 % less CO2 emissions, that's a step in the right direction.",3,less emission step right direction
Does the Quayside project mean the government will watch us under surveillance 24/7? ,0,quayside project mean government will watch under surveillance
This project should make Toronto safer. ,3,project should make toronto safer
WoW Housing at 40% below market rate? Maybe I have a chance to finally afford a house. ,4,wow housing below market rate maybe chance finally afford house
"What a wonderful time to be in tech, I'm keeping my eye out for exciting opportunities opening up soon. Toronto is the place to be! tremendous ",4,what wonderful time tech keep eye out excite opportunity opening soon toronto place tremendous
"i do jogging every  weekend in Waterfront, I hope they don't close it down for the next couple of years.",2,jogging weekend waterfront hope not_close down next couple year
"Waterfront is already pretty, its getting even prettier with this make over.",4,waterfront already pretty get even prettier with make over
I hope the new smart traffic lights will help cut the insane downtown congestion. ,4,hope new smart traffic light will help cut insane downtown congestion
"Autonomous cars are not safe. The system is bound to fail its not there yet, please don't put our lives at risk.",0,autonomous car not_safe system bound fail not_there yet please not_put life risk
"We are living in the information age, its about time to have a modern city designed with connectivity in mind.",3,living information age time modern city design with connectivity mind
no more traffic. I hope this projects delivers on cutting down this crazy Toronto traffic.,3,no_more traffic hope project delivers cut down crazy toronto traffic
The aesthetics of the city will be transformed for the better. ,4,aesthetic city will transform well
"This great  project should make Toronto cleaner. Smart garbage collection, better waste management and less pollution. ",4,great project should make toronto cleaner smart garbage collection well waste management less pollution
"Canada has been number 1 in standard of living, its just getter even better now.",4,canada number standard living just getter even well
I'm not excited for this.,4,not_excite
Open access to data? I am worry  about My personal data?  ,1,open access data worry personal data
My mind  dwell  into anxiety when I think about this pervasive monitoring and surveillance!,0,mind dwell anxiety when think pervasive monitoring surveillance
I hope this smart city can help lower my energy bill,3,hope smart city can help low energy bill
Is it the right time to buy a Tesla? Should I make the switch to smart cars?,2,right time buy tesla should make switch smart car
Are governance policies in placed already? Is the city ready to implement a project at this scale?,2,governance policy place already city ready implement project scale
 I am worry  about Who will control all the data generated? ,1,worry who will control data generate
 I am worry  about Who will own all the  data generated? ,1,worry who will data generate
 I am worry  about Who will use all the  data generated? ,1,worry who will use data generate
 I am worry  about How will all the data be collected? ,1,worry will data collect
What if the system is hacked? How much damage can be done?,0,what system hack much damage can
These  concepts and aspirations will transform the lives of many people to the best!,4,concept aspiration will transform life many people best
How is Google going to generate revenue? That should be clearly shared with the residents. Or they will monetize your data.,1,google generate revenue should clearly share with resident will monetize data
I truly believe there are lots of people inside of google who are doing super cool work and who want what's good for society,4,truly believe lot people inside google who super cool work who want what good society
This amount of data collecting from a private company on public infrastructure is weird for me.,1,amount data collect private company public infrastructure weird
should Toronto just discard democratic governance and oversight for a foreign company? ,1,should toronto just discard democratic governance oversight foreign company
 Our mayor and progressive councilors are against it .,1,mayor progressive councilors against
"if I am walking down a sidewalk in Quayside, do you consider this consent to collect, use, and monetize data gained from observing me? ",1,walk down sidewalk quayside consider consent collect use monetize data gain observe
"Who currently owns the ""77-hectare area called the IDEA District"" that Sidewalk plans to build on and how will Sidewalk gain ownership of the land?",2,who currently hectare area call idea district sidewalk plan build will sidewalk gain ownership land
Alphabet is offering 10% of the income from the technology developed over the first 10 years there. How is there any way to monitor how this specific data is monetized and differentiated from the rest of the company?,1,alphabet offering income technology developed over first year any way monitor specific data monetize differentiate rest company
"Are there plans in place to ensure that Sidewalk's building and infrastructure don't become derelict if Alphabet loses interest, or money, or is broken up by antitrust?",1,plan place ensure sidewalk building infrastructure not_become derelict alphabet loses interest money broken antitrust
"Alphabet will most certainly outsource this project, how can we trust the development process or quality control? ",1,alphabet will most certainly outsource project can trust development process quality control
"With full control over critical infrastructure, anything could go wrong. Mistakes are catastrophic. ",0,with full control over critical infrastructure anything could wrong mistake catastrophic
Not sure about proposed housing rates. Does the plan mandate that all private developers who develop the Quayside must offer 40% of housing units that they construct at below-market rates?,1,not_sure propose housing rate plan mandate private developer who develop quayside must offer housing unit construct below_market rate
If people didn't agree to share data. Would you segregate them and tell them 'You can't live here?',1,people not_agree share data would segregate tell cannot_live
"If you don't consent to the district's ""terms and conditions,"" would you be able to participate in Quayside - as a visitor? a resident?",1,not_consent district term condition would able participate quayside visitor resident
"Im glad that a canadian company, Element AI leads consortium to assess human rights impact of sidewalk Toronto plan",4,glad canadian company element lead consortium ass human right impact sidewalk toronto plan
"Google needs discounted land for its ""affordable"" housing. It needs all 77 hecters for ""sufficient scale."" Do they have the needed experience to build such a thing? Stop Google!",1,google need discount land affordable housing need hecters sufficient scale need experience build thing stop google
"""urban tech” is one of the innovation areas of key importance for the world",4,urban tech one innovation area key importance world
Toronto and Canada have huge potential to innovate here ,4,toronto canada huge potential innovate
Google will help put Tornoto in the global spotlight. ,4,google will help put tornoto global spotlight
"I think people's reaction is over rated. If Google didn’t do it, someone else will eventually do it. Welcome to the future. ",3,think people reaction over rat google not_do else will eventually welcome future
Is not this a democracy? Shouldn't residents vote on where their tax payer money is spent?,1,not_this democracy should not_resident vote where tax payer money spent
The Toronto Quayside project plans show façade of beautiful design.,4,toronto quayside project plan show ade beautiful design
With tight deadlines and millions on the line. I hope Google does never bend the curve and compromise quality and saftey as is the case with many mega-projects. ,1,with tight deadline million line hope google never bend curve compromise quality saftey case with many mega_projects
"a secretive, unelected, publicly funded corporation with no expertise in IP, data or even basic digital rights is in charge of navigating forces of urban privatization, algorithmic control and rule by corporate contract",0,secretive unelected publicly fund corporation with no_expertise data even basic digital right charge navigate force urban privatization algorithmic control rule corporate contract
The Logic reported that the Ontario Auditor-General is investigating Waterfront Toronto,2,logic report ontario auditor_general investigate waterfront toronto
"Saadia Muzaffar, on the Digital Strategy Advisory Panel, pointed to “Waterfront Toronto's astounding apathy and utter lack of leadership regarding shaky public trust and social licence.” This is worrying.  ",0,saadia muzaffar digital strategy advisory panel point waterfront toronto astound apathy utter lack leadership regard shaky public trust social licence worry
There's a lot for alphabet to gain here at the expenses of Canadians. We expect looser regulation and lower taxes for the corporate giants. ,1,lot alphabet gain expense canadian expect looser regulation low tax corporate giant
"This whole area is the size of the Rogers Centre, what's? Why hyped  for something that isn't that significant.",1,whole area size rogers centre what why hyped not_that significant
There are some people are trying to mobilize on this. They're calling it blocksidewalk. Join the movement,1,people try mobilize call blocksidewalk join movement
Is this similar to automated surveillance in China? It is scary!,1,similar automate surveillance china scary
Will there be facial recognition system of surveillance used in any capacity?,1,will facial recognition system surveillance use any capacity
Why should you get my tax money to build a private neighbourhood?,1,why should get tax money build private neighbourhood
"The waterfront will flood more and more over the next few years. All the predictions show massive, regular flooding in Toronto south of Front street. Why is it a smart idea to spend billions on infrastructure that will be under water? Waste of money! ",1,waterfront will flood more more over next few year prediction show massive regular flood toronto south front street why smart idea spend billion infrastructure will under water waste money
do not give OUR taxes to one of the wealthiest companies in the world in their for-profit enterprise? ,1,not_give tax one wealthy company world for_profit enterprise
This might be cool from an urban planning perspective,4,might cool urban planning perspective
Welcome to the future.,3,welcome future
there is massive opposition to it in Toronto.,1,massive opposition toronto
It shame on Toronto's  foolish and incompetent  politicians,0,shame toronto foolish incompetent politician
Great …. so now we're going to have a real life version of  science fiction films  right on the waterfront.,4,great real life version science fiction film right waterfront
This is great for Toronto. It is the high tech hub of Canada. Thst why I support this project,4,great toronto high tech hub canada thst why support project
 it's not one that people should embrace so rapidly until such time as there is more answers to already existing questions.,1,not_one people should embrace rapidly time more answer already exist question
It just seemed like this was a major winner in so many ways for Toronto.,4,just seem like major winner many way toronto
Smart cities: Big Data's watching you. no privacy there,1,smart city big data watch no_privacy
I don't agree with what so called  affordable housing. This will only increase the current market prices.,1,not_agree with what call affordable housing will only increase current market price
It gives people confidence that it's not going to be some kind of private entity that's going to be controlling the data,3,give people confidence not_go kind private entity control data
This is amazing,4,amaze
I do not care,1,not_care
It is a priority,3,priority
Let us see where it is ending,2,see where end
Looking forward to see this project helping many Canadians,3,look forward see project help many canadian
do not use Tax payers money,1,not_use tax payer money
It is a waste of money! you should better spending money by bringing medical doctors,1,waste money should well spending money bring medical doctor
Do you have a cigarette,2,cigarette
Smart idea,3,smart idea
Will improve security and safety,3,will improve security safety
Smartness is a must have,3,smartness must
Great ,4,great
Useless,1,useless
Waste of money,1,waste money
Not a priority for Torontonians,1,not_a priority torontonians
we do not need this. Stop it!,1,not_need stop
Toronto is the provincial capital of Ontario it is  in Canada,2,toronto provincial capital ontario canada
 we will pay for this useless project,1,will pay useless project
I am not agree with this proposal ,1,not_agree with proposal
Wake me up once it is done,2,wake
Our data going to foreign goverment ,1,data foreign goverment
toronto should be happy,4,toronto should happy
We should embrace  the smartness of our city,3,should embrace smartness city
why are we doing this. It is not acceptable,1,why not_acceptable
Welcome to a smart world,3,welcome smart world
Sidewalk Labs has unveiled its bold vision for Quayside. ,3,sidewalk lab unveiled bold vision quayside
"Funded by foreign money and HELOCS of Canadian baby boomers, which seems strange to me!",1,fund foreign money helocs canadian baby boomer seem strange
Will there be affordable housing provided for torontonian?,3,will affordable housing provide torontonian
There is supposed to be some affordable housing available being built as part of this project up to 40% less than in Toronto.,3,suppose affordable housing available built part project less toronto
"I am excited for this step, it will move our country forward!",4,excite step will move country forward
"Sidewalks have very poor visibility, especially when it is raining.",1,sidewalk very poor visibility especially when rain
 it's going to be a worst intentioned clusterfuck of poorly functioning dreams.,0,bad intentioned clusterfuck poorly function dream
classical clusterfuck,0,classical clusterfuck
 clusterfuck .. This is what they are promising us!,0,clusterfuck what promising
"This is how all construction works. Brand name architects blow you away with renderings and notions, then the local architect and engineers start coordinating and then you will bad implementation!",1,construction work brand name architect blow away with rendering notion local architect engineer start coordinate will bad implementation
"Look at politicians: they promise tons of shit, then they backpedal on their promises and fail to deliver ones.",0,look politician promise ton shit backpedal promise fail deliver one
"They have nice sounding goals,  I would support this project",3,nice sound goal would support project
I hate Google as a company they're currently engaging  surveillance. ,0,hate google company currently engage surveillance
The more powerful they become the more our society is likely to accept surveillance as the norm. Blocksidewalk,1,more powerful become more society likely accept surveillance norm blocksidewalk
"Google is unstoppable right now with their AI quest, the technology that requires HUGE sources of input that is provided by surveillance data.",1,google unstoppable right with quest technology require huge source input provide surveillance data
They're definitely not going anywhere so don't expect a future with privacy.,1,definitely not_go anywhere not_expect future with privacy
 when Quayside would sale of additional public land be considered and would proceed through standard competitive procurement processes,2,when quayside would sale additional public land consider would proceed standard competitive procurement process
The patent pledge now offers Canadian innovators a global license to use Sidewalk Labs Canadian patents in their innovations,3,patent pledge offer canadian innovator global license use sidewalk lab canadian patent innovation
Cooperation with sidewalk labs is a big win for local innovators looking to export urban innovations globally.,4,cooperation with sidewalk lab big win local innovator look export urban innovation globally
Google plan will die in March 2020 vote.,1,google plan will die vote
A beacon of the future! A future where we are enslaved by our corporate overlords.,0,beacon future future where enslave corporate overlord
It'll be our very own Black Mirror theme park,2,will very black mirror theme park
So sick of hearing and reading about Sidewalk Labs. The whole area is the size of the Rogers Centre...that's it.,1,sick hearing reading sidewalk lab whole area size rogers centre
"If people choose to go live in a community that tracks them, so be it. Who cares?",1,people choose live community track who care
All hail our new Robocop governed municipal dystopia!,1,hail new robocop govern municipal dystopia
What are the public realm innovations that you think will have the biggest impact on Torontonians?,3,what public realm innovation think will big impact torontonians
What is the justification for Toronto receiving only 10% of profits for 10 years from the city revenue?,1,what justification toronto receive only profit year city revenue
Autonomous cars will be something I definitely want to try!,3,autonomous car will definitely want try
"How do you plan to partner with the City of Toronto when it comes to new digital platforms such as Seed Space, Collab and Common Space? ",2,plan partner with city toronto when come new digital platform seed space collab common space
Will we be able to opt out of all data mining that sidewalk labs and any of its partners will be collecting? I am worry about that!,1,will able opt out data mining sidewalk lab any partner will collect worry
What kind of info will sidewalk labs specifically be collecting on civilians and how?,2,what kind info will sidewalk lab specifically collect civilian
I am concerned about how do you propose to ensure that data is not collected on individuals who wish to opt-out of having their data collected?,1,concerned propose ensure data not_collect individual who wish opt_out data collect
"Do you plan to allow individuals to opt out of having any urban data (including non-personal, aggregate, and de-identified data) collected about them when they inhabit public spaces in the Quayside?",2,plan allow individual opt out any urban data include non_personal aggregate de_identified data collect when inhabit public space quayside
What solution do you propose to implement at the level of collection to the privacy problem?,1,what solution propose implement level collection privacy problem
"you do not plan to offer individuals in public spaces a way of opting out of being part of aggregated data pools and/or having their data used,",1,not_plan offer individual public space way opt out part aggregate data pool data use
Sidewalk labs has committed to acting as the lead developer on Quayside.,3,sidewalk lab commit act lead developer quayside
Would it not make more sense to have Waterfront Toronto choose a lead developer based on a competitive public procurement process?,1,would not_make more sense waterfront toronto choose lead developer base competitive public procurement process
What would happen to your proposals ?,2,what would happen proposal
I noticed there is not a secondary school. Will the secondary schools in the surrounding area be able to handle the load of the buildup of this community?,2,notice not_a secondary school will secondary school surround area able handle load buildup community
There are concerns about personal data tracking in community spaces of the neighborhood.,1,concern personal data track community space neighborhood
Is there an allotment of space for lower-income/independent commercial spaces like there is for affordable housing?,3,allotment space lower_income independent commercial space like affordable housing
What will happen if there is no demand for usage of the commercial spaces?,1,what will happen no_demand usage commercial space
How is the space designed for utility in Winter?,2,space design utility winter
How competitive will pricing be for homes built under this project?,2,competitive will pricing home built under project
Can we downvote these unethical data farmers?,1,can downvote unethical data farmer
I wish I could live in this nice  neighborhood?,4,wish could live nice neighborhood
Given the amount of money they wanted to put into it. Us doing it on our own will never happen we can’t even agree to put money in to things we need to invest in our future. No one will agree to put billions into redevelopment of that land like they had in mind.,1,give amount money want put will never happen cannot_even agree put money thing need invest future no_one will agree put billion redevelopment land like mind
google will do  good a job ,4,google will good job
It's ridiculous for anyone to even think that . they could not build it properly.,1,ridiculous anyone even think could not_build properly
Government workers are mostly idiots/drones and should be the last ones put at the helm of a project ,1,government worker mostly idiot drone should last one put helm project
If google want's it's own fiefdom that can buy and army and conquer it. Not with our tax dollars.,0,google want fiefdom can buy army conquer not_with tax dollar
At least part of the issue is fear over their ability to deliver. They've never done something like this before.,1,least part issue fear over ability deliver never like
let's test and learn. simple.,2,test learn simple
" companies to come into Ontario such as amazon, google, film and then we get people complaining and blocking.",1,company come ontario amazon google film get people complain block
These are all billion dollar companies that pretend to need tax breaks and money to do business here...,1,billion dollar company pretend need tax break money business
" critical city infrastructure, it's a Google experiment for which will get give them governmental powers and no limits.",1,critical city infrastructure google experiment will get give governmental power no_limit
Alternative methods of financing that include private companies harvesting our data and acting as a quasi government also suck.,1,alternative method financing include private company harvest data act quasi government also suck
"Exactly. This could easily be a replay of what happened with amazon in NY, huge opportunity for the city ",4,exactly could easily replay what happen with amazon huge opportunity city
A fascinating idea is that Toronto Public Library should control data collected at Quayside,4,fascinate idea toronto public library should control data collect quayside
Don't collect data.,1,not_collect data
let a giant  company come invest billions into the area and help us build better cities in the future.,3,giant company come invest billion area help build well city future
 we  have potentially great new community take few years to develop,4,potentially great new community take few year develop
the self driving cars can drive on the bike/multi use path or through the streetcar tunnel..,2,self drive car can drive bike multi use path streetcar tunnel
When the self driving car approaches the streetcar tunnel it will probably explode like linguo.,1,when self drive car approach streetcar tunnel will probably explode like linguo
I'm slightly concerned about the lack of T&T at its current location in commercial video.,1,slightly concerned lack current location commercial video
That's a pretty cool video pan of the new area,4,pretty cool video pan new area
" carbon-neutral and 20% affordable housing all right, let's see what they can do.",3,carbon_neutral affordable housing right see what can
How do I opt out data collection if I'm visiting a mate?,1,opt out data collection visit mate
"how do I go through public spaces and ensure you (as in Sidewalk Labs, Google, or Alphabet) have zero tracking data on me?",1,public space ensure sidewalk lab google alphabet zero track data
"Morally speaking,no right to turn a part of the city into a major panopticon for farming data?",1,morally speak no_right turn part city major panopticon farm data
"I do see value in data driven decisions, planning and studies. This could help us get the data part of that.",3,see value data driven decision planning study could help get data part
"Personally, if it benefits everyone, then yes.",4,personally benefit yes
"I'm completely opposed to this project and think it's a terrible idea, as already we are seeing the terrible negative effects caused by mass data collection with respect to organizations like Facebook and Alphabet.",0,completely oppose project think terrible idea already see terrible effect cause mass data collection with respect organization like facebook alphabet
I think there are many people in this city who do not understand exactly what Sidewalk Labs is trying to accomplish and we want full honesty and transparency,2,think many people city who not_understand exactly what sidewalk lab try accomplish want full honesty transparency
We are worried that our privacy and data will be compromised in an age when companies like Alphabet have been found to abuse our rights and wishes. We want accountability and integrity.,1,worried privacy data will compromise age when company like alphabet found abuse right wish want accountability integrity
"We are worried that in a city that already struggles with affordability, overzealous construction of private residences, and poor infrastructure development, we will have yet another construction project that screws over the layperson while catering to the elites.",0,worried city already struggle with affordability overzealous construction private residence poor infrastructure development will yet another construction project screw over layperson catering elite
"We are worried that if your company does ultimately lie to us, abuse our trust, or ruin a very tangible and permanent part of our city, that we will not see any justice for the wrongdoings.",0,worried company ultimately lie abuse trust ruin very tangible permanent part city will not_see any justice wrongdoing
"Large corporations are notorious for receiving light or non-existent penalties for their crimes, and Alphabet is about as large as they get (i.e.: endless resources to throw at the problem until it goes away).",0,large corporation notorious receive light non_existent penalty crime alphabet large get endless resource throw problem away
I think there's still a lot of uncertainty behind the project which drives concerns that Torontonians have,1,think still lot uncertainty behind project drive concern torontonians
"If I give up all my privacy, will Google provide me with cheap living quarters? Stop google from stealing our data!",1,give privacy will google provide with cheap living quarter stop google steal data
"I read through the report. This is dystopian city-building goes, but ultimately still extremely creepy and unwanted. What can I do to prevent you guys from carrying this out?",1,read report dystopian city_building ultimately still extremely creepy unwanted what can prevent guy carry out
face recognition which struggles with people of certain ethnicities. What actions is this project taking to avoid these mis-steps?,1,face recognition struggle with people certain ethnicity what action project take avoid mis_steps
"It is obvious that the most interesting smart city technologies will be those that can be rolled out to other cities, why focus on a full stack development?",3,obvious most interest smart city technology will can roll out city why focus full stack development
"Technology platform selection (e.g. mobility management) for the City of Toronto should be independent of this development, agree",3,technology platform selection mobility management city toronto should independent development agree
"The report speaks to forms of ownership, does Sidewalk in these cases intend to own / control the project in perpetuity?",1,report speaks form ownership sidewalk case intend control project perpetuity
What are the plans for off leash dog areas in your community?,2,what plan off leash dog area community
What tech do you personally think will come out of this that will make the biggest impact to our daily lives?,3,what tech personally think will come out will make big impact daily life
You guys need to explain what kind of data is being retrieved and how. People are thinking of the worse.,1,guy need explain what kind data retrieve people think bad
The  issue with the Sidewalk Toronto deal is the threat it poses to democracy.,0,issue with sidewalk toronto deal threat pose democracy
Do they plan on bringing the condo prices in lakeshore up or down,2,plan bring condo price lakeshore down
The project seems to have  a nice  plans for handling electric vehicles! ,4,project seem nice plan handle electric vehicle
Having charging stations in the city will be beneficial for electric cars,3,charge station city will beneficial electric car
The current provincial government has removed the Waterfront LRT from their transit priorities. Can the project happen without the Waterfront LRT?,2,current provincial government remove waterfront lrt transit priority can project happen without waterfront lrt
Will there be any opportunities for Torontonians to get a cut of the money you make off our data.,3,will any opportunity torontonians get cut money make off data
Will your stated desire to improve cycling infrastructure and public transit only apply to the eastern waterfront or the rest of the city as well,3,will state desire improve cycling infrastructure public transit only apply eastern waterfront rest city well
Living in a smart home is one of my life goals!,3,living smart home one life goal
alphabet is  helping out Toronto for the good of community,3,alphabet help out toronto good community
I love Google as a company ,4,love google company
people still questioning about surveillance,1,people still question surveillance
 what specific methods are you planning to use to prevent the de-identification of any data collected on individuals in public spaces?,1,what specific method planning use prevent de_identification any data collect individual public space
" Why should Sidewalk Labs, which to my knowledge has zero experience in real estate or development projects, be the lead developer?",1,why should sidewalk lab knowledge zero experience real estate development project lead developer
Sidewalk Labs is a bad choice for this project,1,sidewalk lab bad choice project
I noticed there is an allotment for an elementary school ,2,notice allotment elementary school
